fecha;nombre;provincia;tmed;tmax;horatmax;tmin;horatmin;prec;dir;velmedia;racha;horaracha
2018-11-17;VALÈNCIA, VIVEROS;VALENCIA;15,5;17,5;12:10;13,5;07:00;14,9;02;1,4;5,6;14:30
2018-11-20;VALÈNCIA, VIVEROS;VALENCIA;15,8;20,3;14:00;11,3;03:00;3,9;24;2,8;10,6;12:30
2018-11-22;VALÈNCIA, VIVEROS;VALENCIA;14,0;17,1;13:40;10,9;Varias;0,2;27;0,8;4,2;04:00
2018-11-23;VALÈNCIA, VIVEROS;VALENCIA;13,8;17,6;14:10;9,9;23:59;2,9;26;1,7;7,8;18:50
2018-12-03;VALÈNCIA, VIVEROS;VALENCIA;15,8;22,4;12:20;9,1;06:30;0,0;06;0,6;4,2;15:10
2018-12-09;VALÈNCIA, VIVEROS;VALENCIA;17,0;24,2;14:20;9,7;03:40;0,0;26;1,4;5,8;14:20
2018-12-10;VALÈNCIA, VIVEROS;VALENCIA;13,4;17,9;11:40;8,8;05:50;0,0;09;1,4;6,1;12:40
2018-12-13;VALÈNCIA, VIVEROS;VALENCIA;12,2;15,1;02:00;9,2;19:00;9,4;22;2,5;11,1;15:10
2018-12-14;VALÈNCIA, VIVEROS;VALENCIA;14,3;18,1;13:00;10,5;23:59;0,0;34;2,8;12,8;03:20
2018-12-25;VALÈNCIA, VIVEROS;VALENCIA;10,6;15,3;14:40;5,8;06:20;0,0;01;0,8;3,6;16:30
2019-01-05;VALÈNCIA, VIVEROS;VALENCIA;12,4;18,8;15:00;5,9;08:00;0,0;26;1,9;5,3;05:30
2019-01-07;VALÈNCIA, VIVEROS;VALENCIA;11,2;17,5;13:10;4,9;06:50;0,0;05;0,8;5,3;12:10
2019-01-09;VALÈNCIA, VIVEROS;VALENCIA;12,6;20,3;13:50;4,9;04:50;0,0;32;1,7;11,1;14:40
2019-01-11;VALÈNCIA, VIVEROS;VALENCIA;7,2;12,7;12:50;1,8;07:20;0,0;27;0,8;5,0;01:50
2019-01-12;VALÈNCIA, VIVEROS;VALENCIA;8,9;15,4;15:00;2,4;07:30;0,0;20;1,4;4,4;12:00
2019-01-16;VALÈNCIA, VIVEROS;VALENCIA;10,5;16,5;14:00;4,5;07:00;0,0;15;1,1;4,7;14:50
2019-01-18;VALÈNCIA, VIVEROS;VALENCIA;10,0;15,0;13:30;4,9;07:00;0,0;14;1,1;4,7;14:30
2019-01-28;VALÈNCIA, VIVEROS;VALENCIA;14,2;20,0;13:40;8,3;04:10;0,0;24;2,5;13,3;14:10
2019-01-30;VALÈNCIA, VIVEROS;VALENCIA;13,8;18,9;14:00;8,8;07:50;0,0;23;1,9;12,2;22:00
2019-02-01;VALÈNCIA, VIVEROS;VALENCIA;14,7;18,7;13:10;10,7;23:00;0,0;24;4,4;20,3;23:50
2019-02-02;VALÈNCIA, VIVEROS;VALENCIA;12,9;17,0;11:30;8,8;23:50;0,0;26;3,6;17,2;03:10
2019-02-04;VALÈNCIA, VIVEROS;VALENCIA;10,3;16,9;14:30;3,7;07:30;0,0;26;1,4;6,1;10:50
2019-02-07;VALÈNCIA, VIVEROS;VALENCIA;15,0;22,9;13:20;7,1;05:40;0,0;04;0,8;5,6;16:50
2019-02-09;VALÈNCIA, VIVEROS;VALENCIA;13,0;20,4;12:20;5,7;07:40;0,0;99;0,3;5,6;Varias
2019-02-10;VALÈNCIA, VIVEROS;VALENCIA;13,6;18,8;16:00;8,5;01:00;0,0;28;3,1;13,3;13:40
2019-02-16;VALÈNCIA, VIVEROS;VALENCIA;11,2;16,8;13:10;5,5;07:30;0,0;99;0,3;5,0;13:40
2019-02-20;VALÈNCIA, VIVEROS;VALENCIA;11,9;17,1;11:50;6,7;06:50;0,0;11;1,4;5,6;14:40
2019-02-28;VALÈNCIA, VIVEROS;VALENCIA;15,8;23,5;11:40;8,1;06:50;0,0;10;1,7;11,1;15:20
2019-03-01;VALÈNCIA, VIVEROS;VALENCIA;15,1;21,5;12:50;8,7;07:00;0,0;10;1,7;6,7;13:20
2019-03-03;VALÈNCIA, VIVEROS;VALENCIA;17,7;25,0;12:10;10,4;07:10;0,0;16;1,7;7,2;15:40
2019-03-05;VALÈNCIA, VIVEROS;VALENCIA;14,9;17,8;14:40;12,0;23:59;0,3;26;1,1;5,6;01:10
2019-03-09;VALÈNCIA, VIVEROS;VALENCIA;15,8;22,4;12:20;9,1;05:00;0,0;11;1,7;7,2;15:40
2019-03-11;VALÈNCIA, VIVEROS;VALENCIA;15,8;20,4;10:10;11,1;23:59;0,0;10;1,7;9,2;12:30
2019-03-14;VALÈNCIA, VIVEROS;VALENCIA;14,4;20,8;12:50;8,0;07:00;0,0;12;1,4;8,3;14:50
2019-03-19;VALÈNCIA, VIVEROS;VALENCIA;12,8;16,9;11:20;8,7;02:40;3,8;14;1,4;7,2;13:50
2019-03-22;VALÈNCIA, VIVEROS;VALENCIA;13,0;18,6;13:10;7,4;03:40;0,0;36;1,1;8,3;10:20
2019-03-30;VALÈNCIA, VIVEROS;VALENCIA;12,3;16,9;13:40;7,7;05:40;1,5;10;1,1;8,1;14:50
2019-04-02;VALÈNCIA, VIVEROS;VALENCIA;15,6;21,0;12:10;10,3;05:30;1,1;10;1,4;5,0;12:50
2019-04-03;VALÈNCIA, VIVEROS;VALENCIA;17,6;24,3;12:40;10,8;06:00;0,1;02;3,1;11,1;17:30
2019-04-04;VALÈNCIA, VIVEROS;VALENCIA;15,2;19,8;12:10;10,5;04:20;0,0;11;2,2;11,1;15:20
2019-04-06;VALÈNCIA, VIVEROS;VALENCIA;13,4;17,5;14:00;9,4;03:00;1,2;27;3,1;14,7;14:30
2019-04-08;VALÈNCIA, VIVEROS;VALENCIA;18,8;23,9;14:40;13,6;06:00;0,0;25;3,3;11,4;16:20
2019-04-09;VALÈNCIA, VIVEROS;VALENCIA;17,2;21,7;14:10;12,7;Varias;0,2;25;3,1;16,1;15:30
2019-04-10;VALÈNCIA, VIVEROS;VALENCIA;15,8;20,9;13:50;10,8;05:00;1,1;27;1,7;10,8;14:10
2019-04-13;VALÈNCIA, VIVEROS;VALENCIA;15,2;20,9;14:30;9,4;05:50;0,0;10;1,7;6,9;16:30
2019-04-14;VALÈNCIA, VIVEROS;VALENCIA;20,7;30,9;13:50;10,5;05:50;0,0;13;2,2;8,1;16:10
2019-04-21;VALÈNCIA, VIVEROS;VALENCIA;13,9;15,7;12:00;12,1;21:20;2,3;03;5,0;15,8;19:50
2019-04-22;VALÈNCIA, VIVEROS;VALENCIA;15,0;17,0;15:40;13,0;10:50;3,2;01;0,8;7,8;00:30
2019-04-23;VALÈNCIA, VIVEROS;VALENCIA;16,8;22,6;12:00;11,1;05:00;0,9;27;1,7;14,2;13:30
2019-04-25;VALÈNCIA, VIVEROS;VALENCIA;18,2;22,3;14:10;14,2;23:59;0,0;25;4,2;13,3;14:20
2019-05-03;VALÈNCIA, VIVEROS;VALENCIA;15,4;19,5;09:50;11,4;23:59;2,5;11;1,7;8,6;12:00
2019-05-04;VALÈNCIA, VIVEROS;VALENCIA;14,6;20,1;11:20;9,0;05:20;0,0;09;2,8;9,2;14:50
2019-05-05;VALÈNCIA, VIVEROS;VALENCIA;15,6;18,9;10:00;12,3;02:00;0,0;10;1,9;9,2;14:20
2019-05-07;VALÈNCIA, VIVEROS;VALENCIA;16,4;20,7;14:00;12,0;05:00;0,0;03;1,9;6,4;19:00
2019-05-09;VALÈNCIA, VIVEROS;VALENCIA;24,4;29,3;15:30;19,4;06:00;0,0;99;3,6;10,8;13:30
2019-05-17;VALÈNCIA, VIVEROS;VALENCIA;20,0;25,0;11:50;14,9;04:20;0,0;30;4,2;15,3;07:20
2019-05-19;VALÈNCIA, VIVEROS;VALENCIA;19,6;26,2;13:10;12,9;04:30;0,4;25;1,1;10,0;15:50
2019-05-26;VALÈNCIA, VIVEROS;VALENCIA;19,2;23,3;09:40;15,1;04:40;0,0;99;1,9;7,2;Varias
2019-05-28;VALÈNCIA, VIVEROS;VALENCIA;19,0;22,1;09:00;16,0;05:00;0,0;10;1,4;8,6;12:30
2019-05-29;VALÈNCIA, VIVEROS;VALENCIA;19,6;23,9;11:00;15,3;05:30;0,0;12;2,2;7,8;13:20
2019-05-31;VALÈNCIA, VIVEROS;VALENCIA;19,9;25,0;11:50;14,8;04:50;0,0;11;1,4;7,8;15:00
2019-06-06;VALÈNCIA, VIVEROS;VALENCIA;20,0;23,9;13:40;16,1;04:40;0,0;10;1,1;8,1;15:20
2019-06-08;VALÈNCIA, VIVEROS;VALENCIA;21,0;23,9;12:10;18,1;03:50;0,0;01;2,5;9,4;11:50
2019-06-14;VALÈNCIA, VIVEROS;VALENCIA;23,5;29,2;11:10;17,8;04:10;0,0;11;1,9;8,3;14:50
2019-06-15;VALÈNCIA, VIVEROS;VALENCIA;25,4;31,8;13:00;19,1;23:59;0,0;12;1,9;8,9;13:50
2019-06-18;VALÈNCIA, VIVEROS;VALENCIA;21,8;26,0;14:00;17,6;04:50;0,0;36;1,9;7,2;21:40
2019-06-22;VALÈNCIA, VIVEROS;VALENCIA;22,5;25,9;09:40;19,1;05:00;0,0;11;1,4;6,9;13:20
2019-06-24;VALÈNCIA, VIVEROS;VALENCIA;23,0;26,7;14:20;19,2;04:00;0,0;12;1,7;8,1;12:50
2019-06-25;VALÈNCIA, VIVEROS;VALENCIA;23,8;27,3;12:10;20,3;05:30;0,0;10;1,1;7,8;11:40
2019-06-29;VALÈNCIA, VIVEROS;VALENCIA;28,5;35,9;10:20;21,1;04:40;0,0;18;1,4;6,9;14:30
2019-06-30;VALÈNCIA, VIVEROS;VALENCIA;26,8;32,3;11:50;21,3;05:20;0,0;10;0,8;5,8;13:20
2019-07-11;VALÈNCIA, VIVEROS;VALENCIA;26,6;31,0;13:50;22,3;03:50;0,0;10;1,9;8,6;14:20
2019-07-14;VALÈNCIA, VIVEROS;VALENCIA;26,0;29,7;13:50;22,3;05:00;0,0;06;1,7;8,3;12:10
2019-07-16;VALÈNCIA, VIVEROS;VALENCIA;26,4;29,0;12:30;23,8;06:00;0,0;10;3,1;9,7;16:10
2019-07-23;VALÈNCIA, VIVEROS;VALENCIA;27,9;33,3;11:50;22,5;05:00;0,0;11;1,7;6,7;13:00
2019-07-29;VALÈNCIA, VIVEROS;VALENCIA;26,6;31,3;14:40;21,9;05:00;0,0;36;1,7;8,9;21:10
2019-08-01;VALÈNCIA, VIVEROS;VALENCIA;25,4;28,7;10:50;22,1;05:00;0,0;08;1,7;8,3;12:00
2019-08-10;VALÈNCIA, VIVEROS;VALENCIA;29,3;32,0;11:00;26,6;23:59;0,0;08;1,1;8,1;10:00
2019-08-13;VALÈNCIA, VIVEROS;VALENCIA;25,7;27,9;12:00;23,5;03:00;0,0;12;1,9;8,3;15:00
2019-08-17;VALÈNCIA, VIVEROS;VALENCIA;26,4;29,9;13:40;23,0;05:50;0,0;13;1,9;7,8;15:40
2019-08-19;VALÈNCIA, VIVEROS;VALENCIA;28,2;31,1;12:20;25,2;05:00;0,0;03;0,8;8,3;10:10
2019-08-20;VALÈNCIA, VIVEROS;VALENCIA;27,0;29,9;10:10;24,2;23:59;4,0;36;3,6;13,1;13:50
2019-08-21;VALÈNCIA, VIVEROS;VALENCIA;23,9;26,8;08:50;21,0;23:59;1,0;99;1,7;6,4;01:40
2019-09-01;VALÈNCIA, VIVEROS;VALENCIA;27,1;32,1;09:50;22,1;05:50;8,7;04;1,7;8,9;19:30
2019-09-09;VALÈNCIA, VIVEROS;VALENCIA;25,2;29,9;17:00;20,4;06:00;0,0;12;1,9;6,7;13:50
2019-09-10;VALÈNCIA, VIVEROS;VALENCIA;23,4;27,3;13:30;19,6;23:00;7,3;32;2,5;11,9;14:50
2019-09-15;VALÈNCIA, VIVEROS;VALENCIA;24,0;26,0;14:20;22,1;04:00;0,0;36;3,1;10,0;09:50
2019-09-19;VALÈNCIA, VIVEROS;VALENCIA;23,2;26,9;11:20;19,4;05:00;0,0;11;0,8;6,4;11:30
2019-09-21;VALÈNCIA, VIVEROS;VALENCIA;25,1;28,6;14:10;21,6;05:00;0,0;19;1,1;5,8;15:30
2019-09-24;VALÈNCIA, VIVEROS;VALENCIA;26,2;34,5;14:40;17,9;06:20;0,0;23;2,8;9,2;13:30
2019-09-28;VALÈNCIA, VIVEROS;VALENCIA;23,6;28,0;12:10;19,1;06:00;0,0;04;0,3;6,1;10:40
2019-09-29;VALÈNCIA, VIVEROS;VALENCIA;24,2;29,3;11:50;19,1;06:50;0,0;10;1,7;6,1;12:50
2019-09-30;VALÈNCIA, VIVEROS;VALENCIA;22,4;27,7;13:10;17,1;06:00;0,0;99;0,8;6,4;Varias
2019-10-01;VALÈNCIA, VIVEROS;VALENCIA;27,2;35,0;14:40;19,3;06:30;0,0;36;1,4;6,9;16:00
2019-10-02;VALÈNCIA, VIVEROS;VALENCIA;24,3;30,2;14:00;18,4;05:50;0,0;36;0,8;9,7;10:30
2019-10-04;VALÈNCIA, VIVEROS;VALENCIA;22,8;29,1;11:30;16,4;05:00;0,0;99;1,4;6,4;Varias
2019-10-05;VALÈNCIA, VIVEROS;VALENCIA;22,3;27,5;10:50;17,1;05:00;0,0;09;1,4;7,5;12:30
2019-10-09;VALÈNCIA, VIVEROS;VALENCIA;22,5;27,0;13:50;18,0;06:00;0,0;13;0,8;5,3;14:10
2019-10-10;VALÈNCIA, VIVEROS;VALENCIA;21,4;23,0;15:50;19,8;05:50;0,0;36;1,7;7,2;12:20
2019-10-11;VALÈNCIA, VIVEROS;VALENCIA;23,2;26,3;11:20;20,1;06:50;0,0;11;1,7;6,4;13:00
2019-10-13;VALÈNCIA, VIVEROS;VALENCIA;22,8;26,8;12:10;18,9;06:30;0,0;99;1,4;5,3;Varias
2019-10-16;VALÈNCIA, VIVEROS;VALENCIA;19,8;26,4;12:30;13,2;05:50;0,0;16;1,9;8,3;11:10
2019-10-18;VALÈNCIA, VIVEROS;VALENCIA;23,4;28,6;13:20;18,2;06:10;0,0;27;2,2;10,3;13:40
2019-10-23;VALÈNCIA, VIVEROS;VALENCIA;16,0;20,2;13:00;11,9;06:00;0,0;24;2,8;10,8;16:40
2019-10-24;VALÈNCIA, VIVEROS;VALENCIA;18,0;24,2;13:50;11,7;02:00;0,0;99;1,4;6,7;Varias
2019-10-29;VALÈNCIA, VIVEROS;VALENCIA;19,0;24,6;11:20;13,3;06:20;0,0;10;0,6;5,0;15:40
